TADIG_Code,ip_address_range
CANVT,185.57.219.224/27
CANVT,185.57.217.0/26
CANVT,185.57.217.64/26
CANVT,185.57.217.128/26
CANVT,185.57.217.192/26
CHEC1,138.188.105.0/24
CHEC1,138.188.0.0/21
CHEC1,193.181.247.0/26
CHEC1,193.181.247.64/26
CHEC1,195.186.216.64/29
CHEC1,195.186.152.64/29
CHEC1,94.102.164.192/27
CHEC1,193.135.139.0/24
CHEDX,194.230.151.0/25
CHEDX,194.230.152.0/24
CHEDX,194.230.156.0/24
CHEDX,194.230.149.0/24
CHEDX,185.194.139.0/27
CHEDX,194.230.153.0/24
CHEDX,212.161.159.16/29
CHEDX,194.230.154.0/24
CHEDX,185.194.139.32/27
CHEOA,195.78.20.0/27
CHEOA,57.190.0.0/16
CHEOR,213.55.134.0/24
CHEOR,213.55.135.0/24
CHEOR,213.55.203.0/24
CHEOR,213.55.198.0/24
CHEOR,213.55.204.0/24
CHEOR,213.55.205.0/24
CHEOR,213.55.141.0/24
CHEOR,213.55.129.0/25
CHEOR,213.55.142.0/24
CHEOR,213.55.129.128/25
CHNCT,221.177.0.0/16
CHNCT,117.142.0.0/16
CHNCT,223.103.0.0/16
CHNCT,111.54.0.0/16
CIV02,41.191.68.160/27
CIV02,41.191.68.144/29
CIV02,41.191.68.152/29
CIV02,41.191.68.140/30
CIV02,41.191.68.200/30
CIV02,41.191.69.192/27
CIV02,41.191.69.128/27
CIV02,41.191.69.224/28
CIV02,41.191.69.240/29
CIV02,41.191.69.160/29
CIV02,154.0.27.0/27
CIV02,154.0.25.220/32
CIV02,154.0.25.221/32
CIV02,154.0.25.222/32
CIV02,102.215.254.0/28
CIV02,102.215.254.16/28
CIV02,102.215.254.32/28
CIV02,102.215.254.48/28
CIV02,154.0.25.243/32
CIV02,154.0.25.240/32
CIV02,154.0.25.241/32
CIV02,154.0.29.32/28
CIV02,154.0.29.48/28
CIVTL,196.47.168.0/28
CIVTL,196.47.128.32/28
CIVTL,196.47.132.168/29
CIVTL,196.47.128.96/28
CIVTL,105.235.71.0/25
CIVTL,105.235.16.41/32
CIVTL,105.235.16.42/32
CMRMT,196.202.236.128/28
CMRMT,196.202.236.152/29
CMRMT,196.202.236.176/28
CMRMT,196.202.236.192/28
CMRMT,154.70.108.0/25
CMRMT,154.70.120.0/26
CMRMT,154.70.120.240/28
CMRMT,154.70.108.8/29
CMRMT,154.70.108.16/28
CMRMT,154.70.108.32/28
CMRMT,154.70.108.48/28
CMRMT,154.70.120.1/32
CMRMT,154.70.120.17/32
CMRMT,154.70.120.32/32
CMRMT,154.70.120.33/32
CMRMT,154.70.120.241/32
CMRMT,154.70.120.242/32
CMRMT,154.70.120.243/32
CMRMT,154.70.120.244/32
CMRMT,154.70.120.245/32
CMRMT,154.70.120.246/32
CMRMT,154.70.120.247/32
CMRMT,154.70.120.248/32
CODCT,41.222.196.0/27
CODCT,41.222.196.44/30
CODCT,41.222.196.80/28
CODCT,41.222.196.96/27
CODCT,41.222.196.128/28
CODCT,41.243.24.0/28
CODCT,41.243.24.48/28
CODCT,41.243.24.64/28
CODCT,41.243.24.80/28
CODCT,41.243.24.96/28
CODCT,41.243.24.112/28
CODCT,41.243.24.128/28
CODCT,41.222.196.216/29
CODCT,41.222.196.176/28
CODCT,41.222.196.224/28
CODCT,41.222.196.240/28
CODCT,41.243.24.32/28
CODCT,41.243.24.144/28
CODCT,41.243.24.160/28
CODCT,41.243.24.176/28
CODCT,41.243.24.192/28
CODCT,41.243.24.208/28
CODCT,41.243.24.224/28
CODCT,41.243.24.240/29
CODCT,41.243.3.156/32
CODCT,41.243.3.157/32
CODCT,41.222.196.208/29
CODCT,41.222.196.192/28
CODCT,41.222.196.144/28
CODCT,41.222.196.64/28
CODCT,41.243.24.16/28
CODCT,41.243.1.156/32
CODCT,41.243.1.157/32
CODVC,80.255.61.160/27
CODVC,80.255.63.80/28
CODVC,41.194.63.208/28
CODVC,41.215.254.64/28
CODVC,193.110.105.224/28
CODVC,41.78.193.112/29
CODVC,197.149.187.32/28
CODVC,41.194.63.160/28
CODVC,41.78.193.64/28
CODVC,41.78.195.0/25
CODVC,41.194.63.128/28
CODVC,169.159.222.112/28
CODVC,169.159.222.128/28
CODVC,169.159.222.160/28
CODVC,169.159.222.144/28
COMTM,164.160.136.0/29
CRITC,186.96.82.64/28
CRITC,199.255.5.32/28
CRITC,186.96.82.160/28
CZEET,160.218.26.0/24
CZEET,160.218.35.0/24
CZEET,160.218.72.0/22
CZERM,62.141.2.248/29
CZERM,89.24.0.0/24
DEUD1,62.153.137.64/26
DEUD1,62.153.137.64/27
DEUD1,62.153.137.128/25
DEUD1,62.225.10.0/24
DEUD1,62.225.10.0/27
DEUD1,62.225.10.32/27
DEUD1,62.225.10.64/27
DEUD1,62.225.10.96/27
DEUD1,62.225.10.128/27
DEUD1,62.225.10.160/27
DEUD1,62.225.10.192/27
DEUD1,62.225.10.224/27
DEUD1,62.225.113.0/24
DEUD1,62.225.138.0/24
DEUD1,81.28.68.112/28
DEUD1,81.28.73.192/28
DEUD1,81.28.73.208/28
DEUD1,185.118.108.0/27
DEUD1,185.118.108.32/27
DEUD1,185.118.108.64/27
DEUD1,185.118.110.64/27
DEUD1,185.118.110.64/28
DEUD1,185.118.110.80/28
DEUD1,185.118.110.96/28
DEUD1,185.118.110.96/27
DEUD1,185.118.110.112/28
DEUD1,193.181.248.64/28
DEUD1,193.181.248.80/28
DEUD1,193.254.136.0/26
DEUD1,193.254.136.64/26
DEUD1,193.254.136.128/25
DEUD1,193.254.137.0/25
DEUD1,193.254.137.128/25
DEUD1,193.254.138.0/23
DEUD1,193.254.140.0/22
DEUD1,193.254.144.0/23
DEUD1,193.254.144.0/25
DEUD1,193.254.144.128/26
DEUD1,193.254.145.0/25
DEUD1,193.254.145.128/26
DEUD1,193.254.145.192/26
DEUD1,193.254.145.192/27
DEUD1,193.254.145.224/27
DEUD1,193.254.163.0/25
DEUD1,193.254.163.128/25
DEUE2,82.113.117.0/24
DEUE2,82.113.118.0/24
DEUE2,82.113.119.0/24
DEUE2,82.113.120.0/24
DEUE2,82.113.127.0/24
DEUE2,212.23.101.0/24
DEUE2,212.23.100.0/24
DEUE2,212.23.107.0/24
DEUE2,212.23.108.0/24
DEUE2,212.23.99.0/24
DEUE2,212.23.112.0/24
DEUE2,212.23.109.0/24
DEUE2,212.23.113.0/24
DEUE2,92.226.64.0/18
DNKDM,212.88.72.0/24
DNKDM,212.88.74.0/24
DNKDM,77.214.4.180/30
DNKDM,5.33.252.0/22
DNKHU,80.251.193.0/24
DNKHU,80.251.194.0/24
DNKIA,62.44.191.128/26
DNKIA,62.44.162.0/24
DNKIA,62.44.163.0/24
DNKIA,62.44.140.0/23
DNKIA,193.181.247.0/24
DNKIA,209.95.130.32/27
DNKIA,62.44.171.0/24
DNKIA,62.44.164.0/24
DNKTD,62.135.164.0/23
DNKTD,62.135.164.0/24
DNKTD,62.135.165.0/24
DNKTD,62.243.170.0/23
DNKTD,62.243.170.0/24
DNKTD,62.243.171.0/24
DOM01,190.124.68.0/28
DOM01,190.124.68.16/28
DOM01,190.124.68.32/29
DOM01,190.124.68.40/29
DOM01,190.124.68.48/28
DOM01,190.124.68.64/28
DOM01,190.124.68.80/29
DOM01,190.124.68.160/29
DOM01,190.124.68.168/29
DOM01,190.124.68.176/29
DOM01,190.124.68.184/29
DOM01,190.124.68.224/27
DOM01,190.124.68.128/28
DOM01,190.124.68.96/28
DOM01,190.124.68.112/28
DOM01,190.124.68.144/28
DOM01,190.124.68.192/28
DOM01,190.124.68.208/28
DOM01,152.166.129.160/28
DOM01,152.166.129.176/28
DOM01,152.166.129.128/28
DOM01,152.166.129.144/28
DOM01,190.124.95.0/26
DOM01,190.124.95.64/29
DOMCL,190.80.145.8/29
DOMCL,190.80.145.16/29
DOMCL,190.80.145.56/29
DOMCL,190.80.145.104/29
DOMCL,190.80.145.72/29
DOMCL,190.167.204.176/28
DOMCL,200.88.255.120/29
DOMCL,66.98.92.32/28
DOMCL,190.167.231.136/29
DOMCL,190.80.145.64/29
DOMCL,190.80.145.80/29
DOMCL,190.166.58.128/25
DOMCL,190.167.239.128/26
DOMCL,64.32.94.48/28
DOMCL,64.32.114.32/28
DOMCL,190.166.58.192/29
DOMCL,190.167.239.192/29
DOMCL,64.32.114.128/32
DOMCL,64.32.114.130/32
DOMCL,64.32.114.129/32
DOMCL,64.32.114.131/32
DOMCL,190.167.242.128/27
DOMCL,190.167.231.160/27
DOMCL,200.88.223.32/28
DOMCL,64.32.94.80/28
DZAA1,213.140.59.96/28
DZAA1,41.110.19.0/26
DZAA1,41.110.19.64/28
DZAA1,41.110.19.128/26
DZAA1,154.121.5.0/27
DZAA1,154.121.4.0/28
DZAA1,154.121.4.64/28
DZAA1,154.121.4.16/28
DZAA1,154.121.4.48/29
DZAA1,154.121.4.80/28
DZAA1,154.121.4.112/29
DZAA1,154.121.4.32/27
DZAA1,154.121.4.96/27
DZAA1,154.121.5.24/29
DZAA1,154.121.5.32/28
DZAA1,154.121.5.64/27
DZAA1,154.121.6.96/28
DZAA1,154.121.6.64/27
DZAA1,154.121.5.48/28
DZAA1,154.121.13.0/26
DZAA1,154.121.5.95/32
DZAWT,80.88.12.0/24
DZAWT,80.88.13.0/24
DZAWT,168.253.111.0/24
DZAWT,168.253.98.128/28
DZAWT,168.253.98.144/28
ECUPG,200.25.192.0/27
ECUPG,200.25.197.64/26
ECUPG,200.25.195.0/27
ECUPG,200.25.195.40/29
ECUPG,200.25.221.192/27
ECUPG,200.25.223.128/29
ECUPG,190.63.240.0/28
ECUPG,190.111.70.96/28
ECUPG,190.111.70.112/28
ECUPG,200.25.195.64/28
ECUPG,190.63.240.16/29
ECUPG,200.25.221.48/28
ECUPG,200.25.214.176/28
ECUPG,200.25.192.144/28
ECUPG,200.25.195.240/28
ECUPG,200.25.221.224/28
ECUPG,200.25.195.96/29
ECUPG,200.25.221.96/29
ECUPG,190.63.169.240/29
ECUPG,190.63.34.240/29
ECUPG,190.63.202.240/30
ECUPG,190.63.35.240/30
ECUPG,200.25.221.184/29
ECUPG,200.25.195.232/29
EGYAR,41.196.27.0/26
EGYAR,41.178.0.0/26
EGYAR,196.205.14.192/27
EGYAR,41.190.251.0/25
EGYAR,41.190.251.192/26
EGYAR,41.190.251.128/26
EGYAR,41.190.250.0/24
EGYAR,41.190.251.192/32
EGYAR,41.190.251.193/32
EGYAR,41.190.251.200/32
EGYAR,41.190.251.201/32
EGYAR,41.190.251.44/32
EGYAR,41.190.251.45/32
EGYAR,41.190.251.40/32
EGYAR,41.190.251.41/32
EGYAR,41.190.251.146/32
EGYAR,41.190.251.148/32
EGYAR,41.190.251.149/32
EGYAR,41.190.251.150/32
EGYAR,41.190.251.151/32
EGYAR,41.190.251.144/32
EGYAR,41.190.251.145/32
EGYAR,41.190.251.138/32
EGYAR,41.190.251.139/32
EGYAR,41.190.251.140/32
EGYAR,41.190.251.141/32
EGYAR,41.190.251.142/32
EGYAR,41.190.251.143/32
EGYAR,41.190.251.136/32
EGYAR,41.190.251.137/32
EGYAR,41.190.251.147/32
EGYEM,41.222.133.64/27
EGYEM,41.222.133.192/27
EGYEM,41.222.133.128/27
EGYEM,41.222.132.0/24
EGYEM,41.152.185.0/24
EGYEM,41.152.188.0/26
EGYEM,41.222.133.0/27
EGYEM,41.222.133.32/27
EGYMS,163.121.178.8/30
EGYMS,41.206.128.12/30
EGYMS,163.121.188.224/27
EGYMS,163.121.143.160/27
EGYMS,163.121.143.140/30
EGYMS,41.223.22.88/29
EGYMS,163.121.143.192/27
EGYMS,163.121.178.32/28
EGYMS,163.121.188.112/28
EGYMS,41.223.23.0/26
EGYMS,41.223.22.208/28
EGYMS,41.223.22.240/28
EGYMS,163.121.143.208/28
EGYMS,163.121.143.192/28
EGYMS,163.121.143.248/29
EGYMS,196.151.224.47/32
EGYMS,196.151.224.48/32
EGYMS,196.151.224.49/32
EGYMS,196.151.224.50/32
EGYMS,196.151.224.53/32
EGYMS,196.151.224.54/32
EGYMS,196.151.224.55/32
EGYMS,196.151.224.56/32
EGYMS,196.151.224.25/32
EGYMS,41.223.22.90/32
EGYMS,196.151.224.57/32
EGYMS,196.151.224.44/32
EGYMS,196.151.224.79/32
EGYMS,163.121.143.172/32
EGYMS,163.121.143.166/32
EGYMS,163.121.143.181/32
EGYMS,163.121.143.184/32
EGYMS,196.151.224.80/32
EGYMS,196.151.224.81/32
EGYMS,196.151.224.58/32
EGYMS,196.151.224.59/32
EGYMS,196.151.224.60/32
EGYMS,196.151.224.67/32
EGYMS,196.151.224.74/32
EGYMS,196.151.224.75/32
EGYMS,196.151.224.61/32
EGYMS,196.151.224.76/32
EGYMS,196.151.224.77/32
EGYMS,196.151.224.78/32
EGYTE,156.200.1.0/24
EGYTE,156.200.6.0/24
EMNDE,185.57.216.32/28
EMNDE,185.57.216.48/28
EMNDE,185.57.216.64/28
EMNDE,185.57.216.160/28
EMNDE,185.57.216.176/28
EMNDE,185.57.216.192/28
EMNDE,185.57.218.64/27
EMNDE,185.57.218.96/27
EMNDE,185.57.218.128/27
EMNDE,185.57.218.160/27
EMNDE,185.57.218.192/27
EMNDE,185.57.218.224/27
EMNDE,185.57.219.0/27
EMNDE,185.57.219.32/27
EMNDE,185.57.219.64/27
EMNDE,185.57.219.96/27
EMNDE,185.57.219.128/27
EMNDE,185.57.219.160/27
EMNDE,185.57.219.192/27
EMNDE,185.57.219.224/27
EMNDE,185.57.217.0/26
EMNDE,185.57.217.64/26
EMNDE,185.57.217.128/26
EMNDE,185.57.217.192/26
ESPDI,91.232.81.72/29
ESPDI,82.137.36.0/24
ESPDI,91.232.81.192/29
ESPDI,91.232.81.40/29
ESPDI,91.232.81.32/29
ESPDI,91.232.81.48/29
ESPRT,213.143.35.0/24
ESPRT,83.231.24.0/21
ESPRT,213.143.40.0/22
ESPRT,95.22.160.0/21
ESPT2,213.4.101.0/24
ESPT2,213.4.102.0/24
ESPT2,213.4.103.0/24
ESPT2,80.27.124.0/24
ESPT2,80.27.125.0/24
ESPT2,80.27.126.0/23
ESPT2,80.27.8.0/21
ESPT2,193.152.96.0/20
ESPT2,195.76.101.128/27
ESPT2,188.171.47.64/27
ESPT2,188.171.47.192/27
ESPT2,91.232.81.32/29
ESPT2,91.232.81.48/29
ESPT2,5.154.104.0/27
ESPT2,5.154.104.64/27
ESPT2,89.37.227.0/27
ESPT2,89.37.227.32/27
ESPT2,178.239.251.80/29
ESPT2,178.239.251.208/29
ESPTE,213.4.101.0/24
ESPTE,213.4.102.0/24
ESPTE,213.4.103.0/24
ESPTE,80.27.124.0/24
ESPTE,80.27.126.0/23
ESPTE,80.27.125.0/24
ESPTE,80.27.8.0/21
ESPTE,193.152.96.0/20
ESPTE,195.76.101.128/27
ESPTE,66.119.85.32/32
ESPTE,66.119.85.35/32
ESPTE,188.171.47.64/27
ESPTE,188.171.47.192/27
ESPTE,212.23.109.0/27
ESPTE,5.154.104.0/27
ESPTE,5.154.104.64/27
ESPTE,89.37.227.0/27
ESPTE,89.37.227.32/27
ESPTE,186.141.142.50/32
ESPTE,186.143.192.50/32
ESPTE,66.119.85.96/28
ESPTE,178.239.251.80/29
ESPTE,178.239.251.208/29
ESPTE,66.119.75.96/29
ESPXF,217.168.3.0/26
ESPXF,217.168.3.192/30
ESPXF,217.168.12.0/24
ESPXF,217.168.14.0/28
ESPXF,217.168.5.0/27
ESPXF,217.168.3.64/28
ESPXF,217.168.3.80/28
ESPXF,217.168.3.0/28
ESPXF,217.168.12.0/28
ESPXF,217.168.12.32/28
ESPXF,217.168.12.48/28
ESPXF,217.168.12.64/28
ESPXF,217.168.12.80/28
ESPXF,217.168.12.196/30
ESPXF,217.168.3.32/28
ESPXF,217.168.3.48/28
ESPXF,217.168.14.160/28
ESPXF,217.168.14.176/28
ESPXF,217.168.14.128/28
ESPXF,217.168.14.144/28
ESPXF,217.168.14.192/28
ESPXF,217.168.4.64/32
ESPXF,217.168.4.80/28
ESPXF,217.168.4.32/32
ESPXF,217.168.4.48/28
ESPXF,217.168.4.128/29
ESPXF,217.168.4.136/29
ESPXF,217.168.4.144/29
ESPXF,217.168.4.152/29
ESPXF,217.168.3.128/32
ESPXF,217.168.3.129/32
ESPXF,217.168.3.112/32
ESPXF,217.168.3.113/32
ESPXF,217.168.12.128/32
ESPXF,217.168.12.129/32
ESPXF,217.168.12.112/32
ESPXF,217.168.12.113/32
ESPXF,217.168.12.114/32
ESPXF,217.168.12.115/32
ESPXF,217.168.12.116/32
ESPXF,217.168.12.117/32
ESPXF,217.168.3.114/32
ESPXF,217.168.3.115/32
ESPXF,217.168.3.116/32
ESPXF,217.168.3.117/32
ESTEM,217.71.33.32/27
ESTEM,217.71.34.0/24
ESTEM,217.71.36.0/24
ESTEM,217.213.161.64/28
ESTEM,217.213.161.80/28
ESTEM,217.213.161.104/31
ESTEM,217.213.161.120/31
ESTRB,130.244.210.128/28
ESTRB,130.244.210.144/28
ESTRB,130.244.211.0/27
ESTRB,130.244.209.0/28
ESTRB,213.102.49.0/25
ESTRB,130.244.210.160/29
ESTRB,213.100.68.0/22
ESTRE,194.204.13.176/28
ESTRE,178.23.117.0/24
ESTRE,194.204.25.192/26
ETH01,197.156.112.68/32
ETH01,197.156.112.96/32
ETH01,197.156.112.112/32
ETH01,197.156.122.48/32
ETH01,197.156.122.64/32
ETH01,197.156.122.80/32
ETH01,197.156.124.20/32
ETH01,197.156.70.160/29
ETH01,197.156.66.48/29
ETH01,197.156.100.40/29
ETH01,197.156.102.4/30
ETH01,197.156.66.224/27
ETH01,197.156.73.224/27
ETH01,197.156.92.224/27
ETH01,197.156.83.4/30
ETH01,197.156.98.160/28
ETH01,196.191.251.0/28
ETH01,196.189.238.32/29
ETH01,196.189.238.48/29
ETH01,197.156.110.0/29
ETH01,196.190.220.32/27
ETH01,196.189.189.4/30
ETH01,196.188.182.0/28
ETH01,196.191.188.128/29
ETH01,196.190.216.0/26
FIN2G,62.183.175.0/24
FIN2G,83.102.53.0/25
FIN2G,87.94.165.0/24
FIN2G,217.78.193.128/25
FIN2G,217.78.222.0/26
FIN2G,217.78.222.128/25
FIN2G,87.94.176.0/24
FINAM,212.17.161.136/29
FINAM,212.17.160.0/24
FINAM,212.17.160.0/28
FINAM,212.17.160.16/28
FINAM,212.17.160.128/29
FINAM,212.17.160.136/29
FINAM,212.17.160.192/29
FINAM,212.17.160.200/29
FINAM,212.17.160.208/28
FINAM,212.17.161.128/29
FINAM,212.17.161.192/29
FINAM,212.17.161.200/29
FINAM,212.17.161.208/29
FINAM,212.17.161.216/29
FINRL,213.161.42.0/24
FINRL,213.161.57.0/24
FINRL,139.97.243.0/24
FINTA,62.183.175.0/24
FINTA,83.102.53.0/25
FINTA,87.94.165.0/24
FINTA,217.78.193.128/25
FINTA,217.78.222.0/26
FINTA,217.78.222.128/25
FINTA,87.94.176.0/24
FINTF,194.251.187.0/24
FINTF,195.156.16.0/24
FINTF,62.71.107.0/24
FINTF,46.132.182.0/24
FINTF,194.142.88.0/24
FINTF,192.89.167.0/24
FINTF,212.213.66.0/24
FRA09,80.125.170.0/23
FRAF1,80.10.0.0/24
FRAF1,80.10.1.0/24
FRAF1,80.10.2.0/24
FRAF1,80.10.3.0/24
FRAF1,212.234.96.0/28
FRAF1,212.234.96.16/29
FRAF1,212.234.96.32/27
FRAF1,212.234.96.64/26
FRAF1,212.234.96.128/25
FRAF1,212.234.96.0/24
FRAF1,80.10.181.160/28
FRAF1,80.10.181.64/28
FRAF1,80.10.111.128/25
FRAF2,80.125.168.0/24
FRAF2,80.125.176.224/29
FRAF2,213.223.193.0/24
FRAF2,80.125.170.0/23
FRAF2,80.125.178.0/25
FRAF2,80.125.182.0/26
FRAF2,195.115.187.64/29
FRAF2,195.115.187.72/29
FRAF2,213.223.93.64/29
FRAF2,80.125.164.0/22
FRAF2,80.125.162.0/26
FRAF2,80.125.188.0/23
FRAF2,80.125.190.0/23
FRAF3,62.201.152.64/29
FRAF3,62.201.150.64/29
FRAF3,80.214.240.0/24
FRAF3,80.214.242.0/24
FRAF3,80.214.244.0/24
FRAF3,80.214.241.0/24
FRAF3,62.34.202.16/29
FRAF3,80.214.243.0/24
FRAF3,80.214.194.0/24
FRAFM,212.62.130.0/24
FRAFM,212.62.129.240/28
FRAFM,212.62.131.0/24
FRAFM,212.62.136.0/23
FROKA,194.144.32.0/24
GBRAJ,125.19.25.0/26
GBRAJ,185.16.68.0/24
GBRAJ,185.29.152.192/26
GBRAJ,125.19.25.63/32
GBRAJ,185.154.87.80/28
GBRCN,158.230.224.0/19
GBRCN,213.4.100.240/28
GBRCN,82.132.208.7/32
GBRCN,82.132.208.8/32
GBRCN,82.132.209.7/32
GBRCN,82.132.209.8/32
GBRCN,199.255.5.160/28
GBRCN,199.255.5.176/28
GBRCN,74.118.65.0/24
GBRCN,158.230.18.0/23
GBRCN,158.230.40.0/23
GBRCN,158.230.128.0/20
GBRCN,82.132.141.37/32
GBRHU,217.171.140.0/24
GBRHU,217.171.141.0/24
GBRHU,217.171.142.0/24
GBRHU,185.39.52.24/29
GBRHU,185.39.53.0/29
GBRHU,185.39.53.48/28
GBRHU,185.39.53.64/28
GBRHU,185.39.54.24/29
GBRHU,185.39.55.0/29
GBRHU,185.39.55.48/28
GBRHU,185.39.55.64/28
GBRHU,185.39.55.80/29
GBRHU,185.81.136.170/32
GBRHU,185.81.136.171/32
GBRHU,192.234.88.42/32
GBRHU,192.234.88.43/32
GBRHU,192.234.88.44/32
GBRHU,213.235.48.224/28
GBRHU,4.15.38.106/32
GBRHU,185.39.53.80/29
GBRHU,185.44.163.0/24
GBRHU,81.3.193.0/28
GBRHU,81.3.193.16/30
GBRHU,81.3.193.32/27
GBRJT,212.9.6.64/26
GBRJT,185.3.54.0/27
GBRJT,185.3.54.56/29
GBRJT,212.9.6.96/30
GBRJT,212.9.6.100/30
GBRJT,212.9.6.104/30
GBRJT,212.9.6.108/30
GBRJT,46.23.240.72/29
GBRJT,192.119.177.168/29
GBRJT,198.140.28.0/24
GBRJT,193.240.51.80/29
GBRJT,185.81.136.170/32
GBRJT,103.228.98.48/28
GBRJT,103.228.99.16/28
GBRJT,192.234.88.32/28
GBRJT,192.234.88.96/28
GBRJT,4.15.38.96/28
GBRJT,185.39.54.24/29
GBRJT,185.39.52.24/29
GBRJT,185.81.136.171/32
GBRJT,199.255.4.0/24
GBRJT,208.86.206.0/27
GBRJT,188.65.184.0/27
GBRJT,205.252.234.136/29
GBRJT,115.187.131.136/29
GBRJT,170.76.176.48/28
GBRJT,170.76.177.48/28
GBRJT,207.226.60.128/28
GBRJT,188.171.47.64/27
GBRJT,188.171.47.192/27
GBRJT,185.194.139.0/24
GBRJT,185.185.109.0/28
GBRJT,185.185.108.128/28
GBRJT,185.185.108.0/28
GBRJT,135.87.2.28/32
GBRJT,135.87.2.38/32
GBRJT,135.87.3.38/32
GBRJT,185.47.24.104/29
GBRJT,185.57.216.192/28
GBRJT,185.57.216.176/28
GBRJT,185.57.216.160/28
GBRJT,185.57.216.64/28
GBRJT,185.57.216.48/28
GBRJT,185.57.216.32/28
GBRJT,195.16.71.48/28
GBRJT,195.16.70.48/28
GBRJT,195.16.69.48/28
GBRJT,195.16.68.48/28
GBRJT,192.234.88.48/28
GBRJT,185.81.136.160/28
GBRJT,4.15.38.104/29
GBRJT,192.123.88.112/28
GBRJT,185.228.68.0/27
GBRJT,185.228.68.32/27
GBRJT,212.9.22.48/28
GBRJT,208.78.114.128/26
GBRJT,198.24.46.40/29
GBRJT,198.24.46.48/29
GBRJT,104.225.210.0/29
GBRJT,104.225.210.8/29
GBRJT,131.166.130.0/24
GBRJT,131.166.132.0/24
GBRJT,131.166.134.0/24
GBRJT,131.166.136.0/24
GBRJT,185.57.216.0/22
GBRJT,131.166.146.128/28
GBRJT,131.166.147.128/28
GBRJT,131.166.181.0/27
GBRJT,131.166.181.32/27
GBRJT,31.14.25.0/24
GBRJT,147.78.72.0/29
GBRJT,135.87.20.54/32
GBRJT,135.87.17.54/32
GBRJT,135.87.20.49/32
GBRJT,135.87.20.251/32
GBRJT,46.23.240.80/29
GBRJT,46.23.240.88/29
GBRJT,192.119.185.168/29
GBRJT,185.57.218.64/27
GBRJT,185.57.218.96/27
GBRJT,185.57.218.128/27
GBRJT,185.57.218.160/27
GBRJT,185.57.218.192/27
GBRJT,185.57.218.224/27
GBRJT,185.57.219.0/27
GBRJT,185.57.219.32/27
GBRJT,185.57.219.0/28
GBRJT,185.57.219.16/28
GBRJT,185.57.219.32/28
GBRJT,185.57.219.48/28
GBRJT,147.78.75.0/24
GBRJT,208.78.114.136/29
GBRJT,208.78.114.144/29
GBRJT,208.78.114.152/29
GBRJT,208.78.114.160/29
GBRJT,208.78.114.168/29
GBRJT,208.78.114.176/29
GBRJT,208.78.114.184/29
GBRJT,185.194.139.136/29
GBRJT,185.194.139.144/29
GBRJT,185.194.139.152/29
GBRJT,185.194.139.160/29
GBRJT,103.36.108.136/29
GBRJT,103.36.108.144/29
GBRJT,103.36.108.152/29
GBRJT,103.36.108.160/29
GBRJT,208.78.114.128/29
GBRJT,185.194.139.128/29
GBRJT,103.36.108.128/29
GBRJT,195.226.133.96/28
GBRJT,135.87.2.196/32
GBRJT,135.87.2.197/32
GBRJT,135.87.2.244/32
GBRJT,135.87.2.245/32
GBRJT,135.87.3.196/32
GBRJT,135.87.3.197/32
GBRJT,135.87.3.244/32
GBRJT,135.87.3.245/32
GBRJT,135.87.17.56/32
GBRJT,135.87.17.57/32
GBRJT,103.36.109.136/29
GBRJT,103.36.109.144/29
GBRJT,103.36.109.152/29
GBRJT,103.36.109.160/29
GBRJT,103.36.109.128/29
GBRJT,62.90.121.0/25
GBRJT,178.211.144.0/24
GBRME,149.254.0.0/24
GBRME,149.254.203.0/24
GBRME,149.254.208.0/24
GBRME,149.254.5.0/24
GBRME,149.254.198.0/24
GBRME,149.254.228.0/24
GBRME,149.254.128.0/24
GBRME,193.36.81.128/25
GBRME,194.33.24.0/22
GBRMT,195.10.99.0/24
GBRMT,195.10.96.0/24
GBRMT,209.105.245.83/32
GBRMT,209.105.245.84/32
GBROR,193.36.81.128/25
GBROR,194.33.24.0/22
GBROR,149.254.128.0/24
GBROR,149.254.208.0/24
GBROR,149.254.0.0/24
GBROR,149.254.203.0/24
GBROR,149.254.5.0/24
GBROR,149.254.198.0/24
GBROR,149.254.228.0/24
GBRTR,91.206.235.32/27
GBRTR,91.206.235.224/29
GBRTR,194.88.242.56/29
GBRTR,194.88.242.64/29
GBRTR,194.88.243.56/29
GBRTR,194.88.243.64/29
GBRTR,205.252.234.136/29
GBRTR,115.187.131.136/29
GBRTR,207.226.60.128/28
GEOGC,212.72.152.128/27
GEOGC,212.72.152.216/29
GEOGC,212.72.152.160/29
GEOGC,212.72.152.168/29
GEOGC,91.151.140.216/29
GEOGC,91.151.140.224/27
GEOGC,91.151.143.232/29
GEOGC,91.151.143.224/29
GEOGC,91.151.140.128/27
GEOGC,91.151.140.160/29
GEOGC,91.151.140.168/29
GEOGC,91.151.143.225/32
GEOGC,185.146.177.32/29
GEOGC,185.146.177.33/32
GEOGC,185.146.177.34/32
GEOGC,185.146.177.35/32
GEOGC,185.146.177.24/32
GEOGC,185.146.177.1/32
GEOGC,185.146.177.16/32
GEOGC,185.146.177.17/32
GEOGC,185.146.177.6/32
GEOGC,185.146.177.7/32
GEOGC,185.146.177.23/32
GEOGC,91.151.143.233/32
GEOMA,81.95.168.0/24
GEOMT,91.184.97.0/24
GEOMT,91.184.96.0/24
GEOMT,91.184.110.0/24
GEOMT,91.184.111.0/24
GHASC,196.201.35.0/28
GHASC,196.201.37.0/24
